id	label	dataset
1244369670095978497	0	ArCOV-19
1376290663126421505	0	Newid
963513875697143808	1	Rumor
1454102275861925888	1	FakeReal
1240980038440402948	1	Covid3s400
1358081144378580992	0	FakeReal
1294985276989874176	1	covid5K700
973932781184147457	0	Rumor
1232002832913588226	0	MFH
1240359417264123904	0	ArCOV-19
1288048280396595201	1	MFH
1082320436086624256	0	Rumor
1244209956502593537	1	ArCOV-19
1079708864315039744	1	Rumor
960949684125732864	0	Rumor
1244763829311016960	1	Covid3s400
1252889413115277312	1	ArCOV-19
1367534276493914119	0	covid5K700
1262139622957727745	1	MFH
964935168413896706	1	Rumor
1244003589275738112	1	Covid3s400
1396148854660153351	0	Newid
1222996707157430272	0	ArCOV-19
1390694753344315398	1	Newid
1369438535573532679	0	Newid
1230443263699640321	0	ArCOV-19
1229766424261988353	0	ArCOV-19
1505127145588367364	1	FakeReal
1498297292712992776	1	FakeReal
1244383309502787585	1	Covid3s400
1501237571657027591	1	FakeReal
1243501050834964481	1	ArCOV-19
1395096789792038913	1	FakeReal
1468075230161743875	0	FakeReal
967084350125821955	1	Rumor
1293307688294776832	1	covid5K700
1293530847887400960	1	covid5K700
1236276850470649857	1	FakeReal
1502918627435196419	1	FakeReal
966604589146562560	1	Rumor
1230983032720375809	0	ArCOV-19
1223621022563196935	0	ArCOV-19
1245464710981586948	1	Covid3s400
1496231438676602882	1	FakeReal
967456372626546690	1	Rumor
1251020058643640320	1	Covid3s400
1396827512295002116	1	Newid
1498349785383936008	1	FakeReal
1487414987333246977	1	FakeReal
1292476029630652416	0	covid5K700
967519789496393728	1	Rumor
1293366596665110528	1	covid5K700
1076865330612502528	1	Rumor
1054131733493366786	1	Rumor
963369814822719488	1	Rumor
967471192537030657	1	Rumor
1223715181034905600	0	ArCOV-19
1222085556823302146	1	ArCOV-19
967437416679268354	1	Rumor
962335566829445120	1	Rumor
1017846691498790913	1	Rumor
1369353872565735434	0	Newid
957922795475914752	0	Rumor
967532056543678465	1	Rumor
967659964465537024	1	Rumor
1502976195633328128	1	FakeReal
1493903600883572736	1	FakeReal
1381218027115577344	1	Newid
1079073381675425792	1	Rumor
973110935169781760	1	Rumor
1238223419449188352	0	ArCOV-19
966995476804440065	1	Rumor
967513425592143872	1	Rumor
1360963303728676864	0	FakeReal
1293957387410341888	1	covid5K700
1242080970540568581	1	MFH
1241435820755685378	0	ArCOV-19
1349658773024079872	1	Newid
1236381538432036864	1	ArCOV-19
1496769258788986880	1	FakeReal
1358132384252755972	1	Newid
1238972769913667584	0	ArCOV-19
961354318522830848	0	Rumor
1229152833301291008	1	ArCOV-19
966756599632158721	1	Rumor
1293457191672971266	1	covid5K700
1249107964214087681	1	ArCOV-19
1293643641018355714	1	covid5K700
1078525171160543233	1	Rumor
957953668615110657	0	Rumor
1245395087703650307	0	Covid3s400
1367143845973143558	1	covid5K700
1396345148590678018	0	Newid
962336444365922305	1	Rumor
1417850833820164096	1	FakeReal
1368353432789258243	1	Newid
1368536031344070656	1	Newid
1396627515486216195	1	Newid
959519176959381505	1	Rumor
1331541653115588615	1	FakeReal
1468283704774742017	0	FakeReal
1224062647496253442	0	ArCOV-19
1496882377204944902	1	FakeReal
1236060258184900608	0	MFH
980442671339704321	1	Rumor
1251450131620257792	1	ArCOV-19
973573243029348352	0	Rumor
967451540150800385	1	Rumor
1082367252291293186	1	Rumor
1079648424797048833	1	FakeReal
973572862543106048	0	Rumor
1238228287492628480	0	ArCOV-19
1365295797257048064	1	Newid
1244010948777709568	1	Covid3s400
959916805853798401	1	Rumor
1222104083835822081	0	ArCOV-19
1080819867022954497	1	Rumor
1081864456181821442	1	Rumor
1496593780220301316	1	FakeReal
1496549644662452224	0	FakeReal
959880303958548483	1	Rumor
1294643006780452866	1	covid5K700
1239906753103515650	1	MFH
1073698070603415552	1	Rumor
967389032161447936	1	Rumor
957958579947962368	0	Rumor
1238397986109108225	0	MFH
1293993222897897478	1	covid5K700
1498681192027246592	1	FakeReal
1224048323381821441	1	ArCOV-19
1235518893684334593	1	ArCOV-19
1497337490260250631	1	FakeReal
1496629912496713731	1	FakeReal
1249107705819729921	1	ArCOV-19
1055911868022341633	0	Rumor
967265734685585410	1	Rumor
1502041630475538434	1	FakeReal
960080184480337925	1	Rumor
1489532759584428034	1	FakeReal
1241866460563202049	0	ArCOV-19
1376274130325151752	0	Newid
1324380545263013888	1	FakeReal
1367322301646204930	1	covid5K700
1231232800260575233	0	ArCOV-19
965727988430942208	1	Rumor
967463445816803333	1	Rumor
1239823531673882625	1	covid5K700
967442078010572802	1	Rumor
980428902194610176	1	Rumor
962333461309771776	1	Rumor
978053919237488640	1	Rumor
1330204594522247174	0	FakeReal
1501843157587275777	1	FakeReal
1289558292532883456	1	covid5K700
1293097709453410305	1	covid5K700
1394463161995120643	0	Newid
1238099462825918466	1	ArCOV-19
967489731641663490	1	Rumor
1247007920518291458	0	FakeReal
1242078583079780352	1	MFH
966382126856916992	1	Rumor
967431248800075777	1	Rumor
1073703780024246272	1	Rumor
1448708299260665862	0	FakeReal
973527664328953856	0	Rumor
1265911838920900614	1	MFH
1079051771421605889	1	Rumor
1244279587326091271	0	MFH
1081609737530208256	1	Rumor
1291382106795450369	1	covid5K700
962337162892075008	1	Rumor
1223660614612062209	1	ArCOV-19
1082389952325922816	1	Rumor
1249027826856210433	1	ArCOV-19
959124149615648768	1	Rumor
1258937053435375618	1	MFH
1271533961647468546	1	MFH
1081865972720566272	1	Rumor
1054667894309707776	1	Rumor
1073699387828781056	1	Rumor
1497218017465360387	1	FakeReal
963562965457874944	1	Rumor
1247150405651435520	1	ArCOV-19
964814520509259776	1	Rumor
1238172156586078210	1	Covid3s400
1242088712734998529	1	Covid3s400
1263844627544707073	0	MFH
967481868026335235	1	Rumor
1238589406145101824	0	ArCOV-19
973577040862396416	0	Rumor
978050404364816385	1	Rumor
967527778408165376	1	Rumor
1262748696829030412	1	covid5K700
1413876157393641476	1	FakeReal
1496503728974741520	1	FakeReal
1229655121153462272	1	ArCOV-19
1253766797213532168	1	ArCOV-19
967304778668703745	1	Rumor
1073707718463160321	1	Rumor
1261094027904069632	1	covid5K700
1291425555770990595	1	covid5K700
1469737000613953536	0	FakeReal
967319616400830464	1	Rumor
962336484991885312	1	Rumor
1462269598204674054	0	FakeReal
1335734238176534536	0	FakeReal
964668557090021376	1	Rumor
1054133010294099968	1	Rumor
1082352891732594689	1	Rumor
1222590587813220352	0	ArCOV-19
1293142696970911746	0	covid5K700
1235482884418437121	1	Covid3s400
1052449148719521792	1	FakeReal
1463109221520711681	1	FakeReal
1224894777067556864	0	ArCOV-19
1224239270921146368	0	ArCOV-19
1285679469844402182	1	MFH
1073718666942918658	1	Rumor
1238228479495340044	1	Covid3s400
1505254024123240455	1	FakeReal
966559429851099136	1	Rumor
1505094554638241793	1	FakeReal
1254201004192653313	1	Covid3s400
1235473337360539649	1	ArCOV-19
1306710998938681345	0	MFH
1270670478601072641	1	MFH
1323942001591701504	1	MFH
1505223824974876677	1	FakeReal
1079717360053964800	1	Rumor
1078285686397124609	1	Rumor
1496959822402572293	1	FakeReal
1366112183130615809	0	Newid
1359237879516512258	1	FakeReal
966986239701340160	1	Rumor
967386175446102017	1	Rumor
1498019589149671426	1	FakeReal
1241489308734885890	0	ArCOV-19
1231662568508469250	1	ArCOV-19
1240022932736401413	1	ArCOV-19
1366718945282183179	0	covid5K700
960899500872257536	0	Rumor
1363598036052672517	1	Newid
1502963386472140801	1	FakeReal
1199033429809074184	0	FakeReal
1505212504888078340	1	FakeReal
1499134275165249550	1	FakeReal
1047196118604500992	1	Rumor
1244750180857102339	1	ArCOV-19
1369155403636948994	1	Newid
957921975502016512	0	Rumor
1261642655555092480	0	MFH
1241409236518735875	0	covid5K700
1237129664503611393	0	ArCOV-19
1287731070306312197	1	MFH
966325817818210304	1	Rumor
1296008848290062337	1	covid5K700
1263186573857873920	1	MFH
1225883281700290560	0	FakeReal
1221795088529076224	1	ArCOV-19
1365629593219198981	1	Newid
1501847829735780352	1	FakeReal
1240780566947078145	0	ArCOV-19
1481387010749313029	0	FakeReal
1286194181120065537	1	MFH
1238523760313065472	0	ArCOV-19
1054136037277163520	1	Rumor
1224294489424113664	0	ArCOV-19
1235384057128726528	0	ArCOV-19
1242595541491617797	1	Covid3s400
967103517184937984	1	Rumor
1241056095612723200	1	Covid3s400
1376536884260769794	1	Newid
1503402375935152140	1	FakeReal
1470156753186738183	0	FakeReal
1502305429220691971	1	FakeReal
1367055944610422786	0	covid5K700
1076896132779905024	1	Rumor
1081804342699667456	1	Rumor
1251524275758157827	1	ArCOV-19
967452589271986185	1	Rumor
1242079336213164033	1	Covid3s400
1255502923502702596	0	MFH
1239162609213018113	1	Covid3s400
1258478943709138945	1	MFH
967525785710940161	1	Rumor
967009640428032000	1	Rumor
1257102069682655235	0	FakeReal
967494479790960641	1	Rumor
1229411022315966464	1	ArCOV-19
1289888439970590722	1	covid5K700
1293292142257934337	0	covid5K700
1238847692798939136	1	Covid3s400
959560949958172672	1	Rumor
962336528843362304	1	Rumor
1081866154459754498	1	Rumor
1327365395578310656	1	FakeReal
955082294972375041	1	Rumor
1247941548190334979	0	Covid3s400
1371169688445681664	0	Newid
1503819085200642050	1	FakeReal
1404442227250696197	0	FakeReal
962969844713967616	1	Rumor
1501596905859596291	1	FakeReal
1238577765835845634	0	ArCOV-19
1498348204387180548	0	FakeReal
1259081452685320194	1	MFH
978048583034458115	1	Rumor
1047231247460835329	1	Rumor
1054711778469269505	1	Rumor
1289385402940289024	0	covid5K700
966709912167428099	1	Rumor
1366774189009477632	0	covid5K700
1082591825930661888	1	Rumor
973110215804628992	1	Rumor
1238960287136591872	1	Covid3s400
1238950448838643719	1	covid5K700
1165539491630800896	0	FakeReal
959116190781067266	1	Rumor
1377367759932260352	1	Newid
1079716339978289153	1	Rumor
1082339189050490881	1	Rumor
1234446603731243008	1	ArCOV-19
955081666481000448	1	Rumor
1078659270370050048	1	Rumor
1047203900045058048	1	Rumor
856764074520170496	0	FakeReal
967527597251940353	1	Rumor
1504684020352925698	1	FakeReal
1491802374037393410	1	FakeReal
1079725321862217728	1	Rumor
1243314069098106882	1	MFH
1238862894676291585	0	Covid3s400
1503071347110461441	1	FakeReal
1501211468712271873	1	FakeReal
967317407856504832	1	Rumor
1238229820489838594	0	ArCOV-19
967033856862949383	1	Rumor
1293186760441126914	1	covid5K700
1235509361860018176	1	ArCOV-19
961304611108859905	0	Rumor
1242156317642498049	1	ArCOV-19
1236062255827103745	1	Covid3s400
955081289681571840	1	Rumor
1054157746969477120	1	Rumor
1394432240466137088	0	Newid
1239281630717583360	1	Covid3s400
967471926389198848	1	Rumor
1242168236164218881	0	ArCOV-19
957934304528687105	0	Rumor
968207300187082752	0	Rumor
1366844111874064385	1	covid5K700
1229246591174836224	1	ArCOV-19
1491724373547495427	1	FakeReal
1245466540830580739	1	Covid3s400
1081269302764941312	1	Rumor
1391997548882190336	1	FakeReal
1328064465229766663	1	FakeReal
973533755695648768	0	Rumor
954435806147510274	0	Rumor
967318816173805570	1	Rumor
967291174443798528	1	Rumor
1489519151437819906	1	FakeReal
1499036759300128770	1	FakeReal
1366672283943784449	0	covid5K700
1290279849215406080	1	covid5K700
1258741287743873025	1	MFH
1232774738944167942	1	ArCOV-19
1497130321451573257	1	FakeReal
966792675411283968	1	Rumor
963384797769891848	1	Rumor
1293790578572845057	1	covid5K700
1234628606388789250	0	MFH
1244365852985737218	0	MFH
962361717811490816	0	Rumor
1296097105250078720	1	MFH
980430497137545216	1	Rumor
1255644879876771841	0	MFH
1225131312824180742	0	MFH
1365323398101028865	0	Newid
1323565349137166337	1	FakeReal
1297993850707947520	1	covid5K700
1366763454128926726	0	Newid
1363502814585061377	1	Newid
1244149187236769792	0	MFH
967526122882830336	1	Rumor
1496956598538825730	1	FakeReal
967448504716099584	1	Rumor
1302792015609036801	1	MFH
967511483474153472	1	Rumor
1234953416813826050	0	ArCOV-19
961311061986217984	0	Rumor
1274592364716326914	1	MFH
967460811445817344	1	Rumor
1251290377509879809	1	ArCOV-19
1274084324858646529	0	MFH
1502270235201753094	1	FakeReal
1366149781358317570	0	Newid
1368592860497522688	0	Newid
1367157629034889221	0	Newid
1504691568577449988	1	FakeReal
967470070753644544	1	Rumor
1293109394931167232	1	covid5K700
1243948714458152960	1	Covid3s400
1500921504363601922	1	FakeReal
1505266374398074886	1	FakeReal
1254198140682428416	1	Covid3s400
979813404675276800	0	Rumor
1238233120010362881	0	ArCOV-19
1241032913967349761	1	Covid3s400
1249641004598210560	1	MFH
1293588578707156995	1	covid5K700
1494431549198159873	1	FakeReal
966386806953521153	1	Rumor
1396863188826742791	0	Newid
1362445490718199816	1	Newid
1240776386576605184	0	ArCOV-19
1366823505455681536	0	covid5K700
958309839473729536	1	Rumor
1469619457144369153	0	FakeReal
962335276403175425	1	Rumor
1293176035702263808	1	covid5K700
1366616784502145024	0	covid5K700
1055425488703946752	1	Rumor
1078275011004243968	1	Rumor
1082617451064496129	1	Rumor
1264016951560437762	1	covid5K700
1293125808521961472	1	covid5K700
1238114197030014976	1	ArCOV-19
1367005909679890435	1	covid5K700
1081865237865922560	1	Rumor
980565057368182785	1	Rumor
1293547870029783041	0	covid5K700
1240709908950970368	1	Covid3s400
967358879121268738	1	Rumor
1082376063177641984	1	Rumor
1395813522391670793	1	Newid
1387579697232596994	0	Newid
1285547219953815552	0	covid5K700
1239295194052415488	1	Covid3s400
966298714871685121	1	Rumor
1505320541074382853	1	FakeReal
967464099511783424	1	Rumor
1501694480549924865	1	FakeReal
1293134901211013120	1	covid5K700
1057948122155008001	0	Rumor
1073716751978913793	1	Rumor
1239295966831882240	0	ArCOV-19
961221251179085824	0	Rumor
1242366105064296449	0	covid5K700
1293106847659044865	1	covid5K700
1082387086966181888	1	Rumor
1232042675513241600	0	MFH
1236377058068086785	1	Covid3s400
1329690944216719360	1	FakeReal
1367015897882329088	0	covid5K700
980445279689347072	1	Rumor
968238431078936576	0	Rumor
1312524377343225857	0	MFH
965653674252029953	1	Rumor
1402334901454753793	1	Newid
967488511065710592	1	Rumor
1491004556834050053	0	FakeReal
1249042028765143040	1	ArCOV-19
966784651250622464	1	Rumor
960591355968966657	1	Rumor
1240744487074385921	0	ArCOV-19
1263567844706566153	1	MFH
1387647838935412739	1	Newid
1082372277952483328	1	Rumor
1241421729664286720	1	covid5K700
1269179882854113280	1	covid5K700
1054138910220128257	1	Rumor
1298077460660133892	1	covid5K700
968991767029846016	0	Rumor
1078281260798218240	1	Rumor
1222994391297667086	0	ArCOV-19
1504012092034064385	1	FakeReal
1293570512451440645	1	covid5K700
1503083404333568008	1	FakeReal
1358102736106053632	1	Newid
1496813298301427712	0	FakeReal
966258795943989248	1	Rumor
1222178335452692481	0	ArCOV-19
1293108040963678208	1	covid5K700
1237777414870220800	0	ArCOV-19
1243936044631932928	1	MFH
1366801081884368900	0	covid5K700
1073702421929562113	1	Rumor
979774612006465536	0	Rumor
1328725728108621825	1	MFH
1245447718836854790	1	Covid3s400
1293351496814403585	1	covid5K700
1387726755918667789	1	Newid
1234834274337132544	1	Covid3s400
1503925268578140161	1	FakeReal
967466990058266624	1	Rumor
960988431756259330	1	Rumor
1462043056853635087	1	FakeReal
967297051238297600	1	Rumor
963008239808995328	1	Rumor
1240781397868064769	1	Covid3s400
1081232781412352000	1	Rumor
1368518252599578630	0	Newid
1505101676499329024	1	FakeReal
963398378595012608	1	Rumor
1244749970827329537	1	Covid3s400
980777207957262336	1	Rumor
1276511619112144897	1	MFH
1496560394919460874	1	FakeReal
1241795860796669953	0	covid5K700
1234585587652481025	0	ArCOV-19
1485385360670707717	0	FakeReal
1236719907762589696	1	Covid3s400
957946798911475712	0	Rumor
967461887746232325	1	Rumor
1357247022433251328	0	Newid
1054130706044076034	1	Rumor
1073718645929508864	1	Rumor
1231580466228211712	1	ArCOV-19
1228495368347881472	1	ArCOV-19
1387443407333773313	0	Newid
1412389340488032262	0	FakeReal
1293491989657288704	1	covid5K700
1251288749528551424	1	ArCOV-19
1234721464412184578	1	ArCOV-19
1361823500911202306	1	Newid
1387549530720251906	0	FakeReal
1496850267811233795	1	FakeReal
1073704939585724417	1	Rumor
1362632888139853827	1	FakeReal
1379480281871159298	1	FakeReal
1232773019736604677	0	ArCOV-19
1507479355244613634	1	FakeReal
961009034651414528	1	Rumor
1221831653091352576	0	ArCOV-19
1243199364887203840	1	ArCOV-19
1081610783853813760	1	Rumor
1081555937490624513	1	Rumor
1261593016298504192	1	covid5K700
1238975193302925319	0	ArCOV-19
1222208132119781382	1	ArCOV-19
960136359729090561	1	Rumor
1490913405775060994	1	FakeReal
1245461048859246596	1	Covid3s400
1502219126269374470	1	FakeReal
1261324767640137730	1	MFH
1223204507708010496	0	ArCOV-19
1421449747995504645	0	FakeReal
967485798714171392	1	Rumor
967510436928245760	1	Rumor
1235329789784920065	0	ArCOV-19
1465276544536956931	0	FakeReal
1367529161091387397	1	covid5K700
1291471608482160640	1	covid5K700
1418157293141700616	1	FakeReal
1466782527637626891	1	FakeReal
1291730854692245507	1	covid5K700
967450592514924544	1	Rumor
967399310689292288	1	Rumor
1047193542026809344	1	Rumor
1246937179504459778	0	ArCOV-19
967398017866362885	1	Rumor
1238980431262998528	0	ArCOV-19
1234574206752448514	1	MFH
967472395215888384	1	Rumor
1285294579827318787	1	covid5K700
966349305047957504	1	Rumor
967442158440591362	1	Rumor
1250587330546630656	1	Covid3s400
1375527992068292611	0	Newid
1471788616552792064	0	FakeReal
1507431541240213506	1	FakeReal
1073706681165598720	1	Rumor
1235655510839316480	0	ArCOV-19
1238580649109397504	0	ArCOV-19
1368327134675140610	1	Newid
1054134812389322752	1	Rumor
1291821249648373761	0	covid5K700
1368994492439728132	1	Newid
1222650822586257409	0	ArCOV-19
958323959904137216	1	Rumor
1289232121739927552	1	covid5K700
958049193448361985	0	Rumor
1254293940741832704	0	MFH
1293136044888674305	1	covid5K700
963405940526665728	1	Rumor
1234921568461033473	1	ArCOV-19
967436249081548801	1	Rumor
955133853135462401	1	Rumor
1293132090863747074	1	covid5K700
1081955641021874177	1	Rumor
1235738566229192704	0	ArCOV-19
967459559429361664	1	Rumor
1375417251612872707	1	FakeReal
1242098749469581314	1	MFH
967497661283815424	1	Rumor
1504156976758108166	1	FakeReal
1367157524177240070	1	covid5K700
1235905003887497216	1	Covid3s400
1221661583321026567	0	ArCOV-19
1352657718742577157	0	FakeReal
1285490238853230592	1	covid5K700
967422881339793408	1	Rumor
1234613251624882181	0	ArCOV-19
966724471003500544	1	Rumor
1278674491699322881	0	FakeReal
1240754838276837378	0	ArCOV-19
965648575236657152	1	Rumor
1240584665414721537	0	ArCOV-19
1337294168016777217	0	FakeReal
1375101978498465796	1	FakeReal
1244433064710766594	0	MFH
966307436096360449	1	Rumor
1293475927310192646	1	covid5K700
958425407346196480	1	Rumor
966177006756024320	1	Rumor
1366754974932287491	0	covid5K700
965652235794358272	1	Rumor
1251600882451582977	1	ArCOV-19
1293287492645421057	1	covid5K700
1236763111266418690	0	ArCOV-19
963503809241735169	1	Rumor
967329542925844480	1	Rumor
1365960823630364673	0	Newid
1247849791423471617	1	ArCOV-19
1232303106576330752	0	MFH
967451160624947200	1	Rumor
1238510715092295681	1	ArCOV-19
1480954364093251586	0	FakeReal
1361900723907268611	1	Newid
1258837375385550850	1	covid5K700
1394441004674125825	0	Newid
980499281001017344	1	Rumor
969142369311449088	0	Rumor
1502253481045938182	1	FakeReal
965799846308405248	1	Rumor
979796834515288064	0	Rumor
1501617270249836547	1	FakeReal
1234994764371509250	1	ArCOV-19
1073703275399143426	1	Rumor
1238215883413229569	1	Covid3s400
1248541381955588097	1	Covid3s400
1224999991246303233	0	ArCOV-19
957979625480708097	0	Rumor
957912336848867333	0	Rumor
1293120274951438336	1	covid5K700
1242157581918928902	0	MFH
963380384900767749	1	Rumor
967285427416829953	1	Rumor
967028135651921920	1	Rumor
959892288498368512	1	Rumor
1497086057338355720	1	FakeReal
1235137643538612224	0	ArCOV-19
1245476366260240384	1	Covid3s400
1088345797895180289	1	FakeReal
1222128347473502210	0	ArCOV-19
1291028217902571521	1	covid5K700
1073703810739159040	1	Rumor
954153786217508864	0	Rumor
1237048153347588096	1	Covid3s400
1286209439549108224	1	covid5K700
1350324890138791936	1	Newid
1367373085536575489	0	covid5K700
1082309473220390913	1	Rumor
1366681042128625665	1	covid5K700
1223975305758543872	1	ArCOV-19
1236388241185673216	1	ArCOV-19
1244930705085337600	1	Covid3s400
967154105037873153	1	Rumor
964607381958266882	1	Rumor
1222157645127262210	1	ArCOV-19
1368322449847255041	1	Newid
1501604920344076293	1	FakeReal
1238230205979820039	0	ArCOV-19
957913991329779712	0	Rumor
1499433878846644225	1	FakeReal
1293113515838967809	1	covid5K700
1366469668089827332	1	covid5K700
1323669025575022592	0	MFH
1244627961820647426	1	Covid3s400
857477951264313344	0	FakeReal
1241026506475868160	1	covid5K700
1047203703311278080	1	Rumor
966725726404841472	1	Rumor
1402363239003049985	1	Newid
1081629187721572352	1	Rumor
1482766719387119618	1	FakeReal
1254406344385404928	1	ArCOV-19
1298932072820674560	1	covid5K700
959119832972185600	1	Rumor
1267211767555424257	0	FakeReal
1327341563266166788	1	FakeReal
1262117356060499968	1	covid5K700
1241742930953543682	0	Covid3s400
1293118469484040192	1	covid5K700
1239544644477898753	1	ArCOV-19
958064320860090370	0	Rumor
1365348277500190732	0	Newid
1054135504117985280	1	Rumor
1497130994289238017	1	FakeReal
1047209125577293824	1	Rumor
967547854167461888	1	Rumor
959890419587993600	1	Rumor
1293479841103142918	0	covid5K700
1365344095347040259	0	Newid
1368326056533491716	1	Newid
1314553293918605312	1	MFH
963114422368722945	1	Rumor
967456426930130945	1	Rumor
967464384627924993	1	Rumor
1504009614832062465	1	FakeReal
967535675867369472	1	Rumor
1239510044355579904	0	MFH
1237075810059718664	1	ArCOV-19
957922919769886720	0	Rumor
1293112858625150976	1	covid5K700
1276142952792850440	0	MFH
959516610070548485	1	Rumor
1500834401676144647	1	FakeReal
1296827269869113346	0	covid5K700
963521200227078145	1	Rumor
1243968371378528256	1	ArCOV-19
1238935256591450122	1	Covid3s400
957932322631946240	0	Rumor
1361906040024014849	0	Newid
957944481151700992	0	Rumor
1270720968210526209	1	MFH
1294077784101445632	1	covid5K700
964797038515970048	1	Rumor
1237477592409747458	1	Covid3s400
1239324477617471492	1	Covid3s400
1047190196566069248	1	Rumor
966746396882808833	1	Rumor
967459006963945472	1	Rumor
1251971689266778115	1	ArCOV-19
1073698026634559488	1	Rumor
967429384956207104	1	Rumor
1082353432500031488	1	Rumor
967000439186214913	1	Rumor
978051954717941760	1	Rumor
1396550424753328132	1	Newid
1366401980437037068	1	covid5K700
1293139267322089472	1	covid5K700
1367111856565944326	1	covid5K700
963355147245154304	1	Rumor
1290406123636494336	0	covid5K700
1230081826468900865	1	ArCOV-19
967473643629547520	1	Rumor
1363120993284333569	0	FakeReal
1231107578031198208	0	ArCOV-19
1503419611961872386	1	FakeReal
1295265549006643200	1	covid5K700
1297089648615919618	1	covid5K700
1311328701162946561	0	MFH
1231925659045330944	0	MFH
1322268621553487872	0	MFH
1073697842626211841	1	Rumor
1366124277305606146	0	Newid
1388660800764657666	0	Newid
1289906405768458241	0	covid5K700
1502294931452403713	1	FakeReal
1501399912663207936	1	FakeReal
1298659031859552256	1	covid5K700
1490520803712114689	1	FakeReal
1404834988747595782	0	FakeReal
1481381023497785345	0	FakeReal
1236664572611907584	1	ArCOV-19
1235315195851026434	0	ArCOV-19
1477981463282962437	1	FakeReal
1254850856069070848	1	ArCOV-19
980881284670152704	1	Rumor
1241631511671115777	0	covid5K700
1073704591068401664	1	Rumor
966622751153885184	1	Rumor
957988543091093505	0	Rumor
1054131189047574530	1	Rumor
1073706264612478976	1	Rumor
980750900162678784	0	Rumor
1496415612754710531	1	FakeReal
1241280764278341633	0	covid5K700
1289716305256300545	1	covid5K700
1243500368002199553	1	MFH
1241139665522102272	0	ArCOV-19
967071469850320896	1	Rumor
967394101879504896	1	Rumor
1503707749577863173	1	FakeReal
1241935195525328897	0	ArCOV-19
1504075431649103874	1	FakeReal
967732810948608001	1	Rumor
1290228542152663040	1	covid5K700
966999013374513154	1	Rumor
1222646852790734849	0	ArCOV-19
1239251362170445824	1	Covid3s400
967494775627755520	1	Rumor
1376197358543904775	0	Newid
1079140493282271232	1	Rumor
1490943479853158404	1	FakeReal
1257337583220273159	1	covid5K700
1327540339125706752	1	FakeReal
1058693315795828738	1	Rumor
1502046114647793676	1	FakeReal
1246905449640685571	1	ArCOV-19
1362825960945569799	0	FakeReal
1293290975893368832	1	covid5K700
958005480189841409	0	Rumor
975044602683056129	0	Rumor
1223658964526731265	0	ArCOV-19
1502315042976452616	1	FakeReal
856843106603462658	0	FakeReal
957924014512537600	0	Rumor
1239320092808286209	0	ArCOV-19
1236684214692700160	1	ArCOV-19
1245465890369482758	1	Covid3s400
1234149091304726529	0	ArCOV-19
1371488601951891464	0	Newid
1292129213726765058	1	covid5K700
1081531315894321153	1	Rumor
1487454779701927940	1	FakeReal
1235305995074768899	0	ArCOV-19
1294967489399369728	1	covid5K700
1501981265590829058	1	FakeReal
966722172629725184	1	Rumor
1252727950429937665	1	ArCOV-19
1254430524589867008	1	ArCOV-19
1082537769568735232	1	Rumor
1223309066849738752	0	ArCOV-19
1286994591472812033	0	covid5K700
1501905772191653895	1	FakeReal
1395807978524221443	1	Newid
967465543048613888	1	Rumor
967491377822158848	1	Rumor
966997652935233536	1	Rumor
1502625113480572929	1	FakeReal
960836129237946368	0	Rumor
1293110306693160960	1	covid5K700
1366469698930552835	0	covid5K700
1293631689978253320	0	covid5K700
1503078711968555019	1	FakeReal
1371099817938587648	1	Newid
1251540784471515141	1	MFH
1244038888735354881	0	ArCOV-19
967503940152713221	1	Rumor
1367203239188389891	1	Newid
1362550645887229953	1	Newid
966766221025824775	1	Rumor
1367374729414328320	0	covid5K700
1503483933530497031	1	FakeReal
967441922062249994	1	Rumor
1366680135584342016	0	covid5K700
978055681080287232	1	Rumor
960650764984160258	1	Rumor
1224307923079385088	0	ArCOV-19
979753868631445504	0	Rumor
1297287139919630337	1	covid5K700
1502080005626552320	1	FakeReal
1259624800676388864	1	MFH
1238973800831688706	0	ArCOV-19
1241666526165504000	1	Covid3s400
1197202868505329664	1	FakeReal
1240463134743236609	0	Covid3s400
967406815033085952	1	Rumor
1291474124079071235	1	covid5K700
1081117934196482049	1	Rumor
1480433180415078401	1	FakeReal
1081434399961481216	1	Rumor
967466478202249217	1	Rumor
1289967537581518848	1	covid5K700
1377163198197993472	1	Newid
1295729136288309248	1	covid5K700
967402331196346368	1	Rumor
1081611773294362625	1	Rumor
967475699073380352	1	Rumor
960634436298690561	1	Rumor
1367918004558831618	0	Newid
963446383020736512	1	Rumor
1229014928931074048	1	ArCOV-19
966220512895688704	1	Rumor
1283341240159870977	1	covid5K700
1240759781129846784	0	ArCOV-19
968242691275460608	0	Rumor
1486669037895659524	1	FakeReal
1054665717772095489	1	Rumor
1395987092388331524	1	Newid
978318170346975237	1	Rumor
1295339353477197824	1	covid5K700
1073707968175239169	1	Rumor
973527913101488128	0	Rumor
967514633350328320	1	Rumor
959156169443913728	1	Rumor
1375473869662879749	1	FakeReal
964858157037162496	1	Rumor
1468280409373003779	1	FakeReal
929003845166002176	0	FakeReal
1242234345684942849	0	Covid3s400
1241722198622076928	0	MFH
1245786620797882369	1	MFH
973142147686977536	1	Rumor
1291722943249121288	1	covid5K700
1246195471699316738	0	ArCOV-19
1237658806009704448	0	MFH
956421944710193152	1	Rumor
1221186007044894722	1	Covid3s400
1234622918459523072	0	ArCOV-19
1483050702717042696	1	FakeReal
